label,,text,label,title
残念,9182,『RAILWAYS愛を伝えられない大人たちへ』ロケーションは良いんだけど盛り上がらない内容で後半電車が落雷で停まり急病人ピンチからのラストで感動するかと思ったら劇伴だけ盛り上がるが気の抜けた終わり方。演者は脇役に至るまでいいのにな。,残念,RAILWAYS 愛を伝えられない大人たちへ
残念,2799,『THE GUILTY／ギルティ』 途中で眠気に誘われた、アポロ13並みに沈黙が多すぎて子守唄のように,残念,THE GUILTY／ギルティ
残念,6190,『JIMI：栄光への軌跡』しばらく映画ツイートを忘れていたので思い出せる限り～（＞_＜）なんとモンタレー前で終わるジミヘン映画！！！ある意味新しいのか？！不完全燃焼すぎのため、家帰って一人CDライブ。#eiga,残念,JIMI：栄光への軌跡
残念,7489,『BAYONETTA Bloody Fate』ほぼゲーム通りの内容なんだけど、インパクトや過激さ、馬鹿さ、かっこよさなど多くの面でゲームを超えることができていないのが問題。ファンが観てもゲームの偉大さを再確認することしかできない気が…,残念,BAYONETTA Bloody Fate
残念,4020,制作側の狙い通り一万年後の地球を異星のように仕立てその世界観で物語を盛り上げる構成はたしかにアニメならではのアプローチだが、ゴジラである必要が見出せないところが痛い。元凶が核であるならばもっと皮肉めいたものになったのでは？,残念,GODZILLA 怪獣惑星
残念,4744,「9つの窓」AKB関連作だったか。一話10分の9話オムニバスだけど、エピソード間に関連性が全くなく、ただ繋げただけ。しかもクオリティが非常に低い。普通9本もあれば1/3位は面白い物を期待したくなるが、辛うじて観ていられたのは2本。後はぶっちゃけアマチュア以下。#eiga#映画,残念,9つの窓
残念,8658,今日の一本目はP.O.V。モキュメンタリーホラー日本でもやってみました！って感じです。が、手振れが酷くて半リタイア。こんなに気持ち悪くなったのブレアウィッチ以来じゃないかな。怖くは無いけど酔います。後半、一気にアトラクションぽくなって落差も激しい…。けど、志田未来ちゃんは可愛い！,残念,POV〜呪われたフ ィルム〜
残念,8834,『1911』ジャッキーファンだけで観るとちょっと…中国の歴史のなんたらかんたらに興味がないのでとても残念な結果になってしまった。ジャッキーもほんまに出演って感じやし記念映画やったらやっぱ派手が良かったっすなぁ！悲しい！#映画,残念,1911
残念,10626,『さまよう刃』▲俺が父親の立場やったら、絶対うつ！｢死ぬほど怖い体験をさせて、それで彼が更生への道を、、｣みたいなことは絶対言わない！！そこが残念な映画でした。,残念,さまよう刃
残念,5688,『7500』残念の一言。予算のせいなのか分からないがホラー映画としては演出がヒドイ。退屈でテンポの悪い映画。なんか色々古臭い。,残念,7500
残念,10622,『さまよう刃』なんだこの原作の蔑ろにする脚本は。こんな映画しか作れないのなら映画化しなければいい。しかし寺尾聡って友人のM君に似ている。M君はそれを自覚していて母性本能をくすぐる作戦で色々勝負をかけたんだけど結局今でも独身なんだ。,残念,さまよう刃
残念,3650,『SUNNY 強い気持ち・強い愛』★★☆☆☆ 忠実にリメイクされてるけど魅了を感じない。もっと脚色しても良かった。,残念,SUNNY 強い気持ち・強い愛
残念,9875,『TSUNAMI　-ツナミ-』前段のドラマがひたすら長い。声がでかい。ヤイヤイ言う。それに疲れて肝心の後半が消耗戦に‥ラブコメ耐性必要。☆2#映画#hulu,残念,TSUNAMI　-ツナミ-
残念,3229,『blank13』いいたい事は解るんだけど、自分には響かなかった。きっとテーマは「情けは人の為ならず」なのだろう。自分を犠牲にして他人に親切にするのは良い事だけど、自分だけじゃなくて家族まで犠牲にしちゃダメだと思う。,残念,blank13
残念,6852,『GODZILLA　ゴジラ』日本のゴジラは神に近い存在。アメリカのゴジラは善玉(？)の怪物。まだまだ隔たりは大きい。,残念,GODZILLA　ゴジラ
残念,1693,『mid90s ミッドナインティーズ』舞台挨拶＠新宿ピカデリー♪ああいう集団が単純に嫌いなんだと思う、、自分でも驚くくらい全然はまれなかった。。,残念,mid90s ミッドナインティーズ
残念,7630,『JUDGE ジャッジ』＠ tohoシネマズ西新井♪何これ、、一番知りたいとこだけぼかされた。ラスト手前までは面白かったのに・・・(´д｀|||) SAWなの？インシテミルなの？ライアーゲームなの？ちゃんとみせてよ、、こういうの嫌い。,残念,JUDGE／ジャッジ
残念,9245,『SP 革命篇』なにこれ？,残念,SP 革命篇
残念,8823,『1911』みた。微妙やった。何でジャッキーがこれを100作目に選んだんかよう分からん。登場人物も多いし、詰め込みすぎやし、背後事情の説明不十分やし、もうちょっと的を絞って作るべきやと思う。,残念,1911
残念,4148,『KUBO クボ　二本の弦の秘密』鑑賞。エンドロールで映された作品の制作風景が一番楽しかった。技術的に凄いことをやっているのはよく分かるんだけど、物語に流れがなくてカタルシスに繋がらない。主人公の内面の描写がもう少し欲しいなぁ。,残念,KUBO／クボ 二本の弦の秘密
残念,10383,『ムウ』結城と賀来がホモ関係、政府と米軍の隠蔽工作、結城のダークヒーロー要素という原作の肝の部分をテレビ放映の為にばっさり削ってしまったから薄っぺらく３０分で十分な内容なのに上映時間だけ無駄に長い。でヒットせずにＴＶ放映は無しって。,残念,MW -ムウ-
残念,6408,『S 最後の警官 奪還 RECOVERY OF OUR FUTURE』鑑賞。現代版「るろ剣」のような話。けど、つまらない人間ドラマばかり描いて肝心のストーリー本筋がなかなか進まずイライラしっぱなしだった。,残念,S-最後の警官- 奪還 RECOVERY OF OUR FUTURE
残念,2555,『Mr.&Mrs.フォックス』展開ダラダラの犯罪アクション作品やな。演出より、セリフで笑いをとろうしているのだと思うけど、ちょっとサムイ。ＵサーマンとＴロスの凸凹夫婦が、マギーＱとＡイヴを嵌めるわけだが、みどころないまま、観終ってた,残念,Mr.&Mrs.フォックス
残念,8188,『Another アナザー』☆☆,残念,Another アナザー
残念,8843,『369のメトシエラ　奇跡の扉』場面転換の度に多々真っ暗になるのがとてもとても気になりました。あと、セリフをしゃべらせ過ぎなのも残念。良いシーンもあるのですが。http://bit.ly/fCJ5Ua,残念,369のメトシエラ　奇跡の扉
残念,5761,『ABC・オブ・デス2』前作もそうだけど退屈で散漫でつまらないだけ,残念,ABC・オブ・デス2
残念,9619,『BECK』原作未読。健くんが歌うシーンは納得いかないなー。,残念,BECK
残念,4518,『WE ARE X』鑑賞。ノーメイクのメンバーの姿は貴重なんじゃないかな。そういう画の部分で彼らの人間性が垣間見られた。一方で、高級車を乗り回し大勢の有名人の友人に信頼され、スタッフからもスピリチュアルなコメントがつらつらと…… なんだかアムウェイの勧誘のように感じたなぁ。,残念,WE ARE X
残念,6272,"『NO EXIT ノー・イグジット』
うーん…
怖がらせたいのか、笑わせたいのか中途半端。",残念,NO EXIT ノー・イグジット
残念,10319,『DRAGONBALL EVOLUTION』内容はダメでしょう。ドラゴンボール好きには批判しかないかと思う。映像が常におっぱい、おっぱいなのでそこが良かったかなーー。終わり方も続く雰囲気をだしてたけど続編は全く見たくないです。はい,残念,DRAGONBALL EVOLUTION
残念,5622,"『20歳よ、もう一度』（続き）最後メイキング出してきて""演技うまくいかなくて納得いってません""とか、そんなのDVD特典にして映画みた直後に見せないでよと…楽しくみた映画つまらなくさせてどうすんの？通路側取ってさっさと出れば良かった。。",残念,20歳よ、もう一度
残念,10062,いかにも、おしゃれでかわいい。計算高そうに見えるｗくまなんだから、もっと素朴であってほしいわ『くまのがっこう　ジャッキーとケイティ』,残念,くまのがっこう 〜ジャッキーとケイティ〜
残念,10370,『GOEMON』いろんな意味でCG「だけ」では映画の限界があると感じた映画。CG+サムシングがあればなあああああ～～～,残念,GOEMON
残念,7264,"『STAND BY ME ドラえもん』
「すべての、子ども経験者へ」このフレーズで大人向けなのかと思いきやそうでもない。ドラ泣きなんて全然ない。エピソードを詰め込むだけ詰め込んで本来の良さを壊してしまっている。",残念,STAND BY ME ドラえもん
残念,7954,『V/H/S シンドローム』久々に最低の作品に出くわした。今年のワースト１決まりかな。怖いとかグロいとかいうレベルではなく、わざとだろうけど手ブレと細切れの映像が最悪で映像酔して気分が悪くなった。内容も最低。こんなの続編作ってどうする,残念,V/H/S シンドローム
残念,4844,"『CUTIE HONEY TEARS』
あと一つ言いたいのは、近未来の都市描写に「ブレードランナー」のパクリはいい加減禁止にしよう。",残念,CUTIE HONEY -TEARS-
残念,7219,『Seventh Code』☆☆+．前田敦子の新曲のPVと知らずに黒沢清作品のつもりで観に行ったのが間違いだったかも．肩透かしの展開と前田敦子のネコパンチ並みのアクションに「なんじゃこりゃ」．見るからに「予算足りなさそう」感が溢れてて,残念,Seventh Code
残念,8195,『Another アナザー』予告編に騙された…淡い学園恋愛ドラマだなんて聞いてねーぞ。脚本も破綻しすぎ。夜の教員室のシーンとか絶対におかしいでしょ。結局なんにも解決してないし演技も難ありだし。萎え,残念,Another アナザー
残念,9427,『あぜ道のダンディ』ただし、感謝しているとは思えない前半部の子ども達の態度はどうかと思う。もうちょっとうまい演出はなかったものか。,残念,あぜ道のダンディ
残念,9806,『SP 野望篇』★★☆☆☆洋画と比較すると、どうしても見劣りしてしまう。,残念,SP 野望篇
残念,7838,映画『R100』鑑賞。なんというかもう、怒るのを通り越して、場内で頭を抱えたくなるつまらなさ。主人公のＳＭクラブに行く理由や過程が全く分からないのは致命傷。言い訳めいたメタ構造も酷い。というか褒めるところが思いつかない。松本さんは才能はあると思うんだけどなぁ。次はあるのか。,残念,R100
残念,2749,19119『TAXi ダイヤモンド・ミッション』うーむ、期待してたカーチェイスはショボいし、こーゆーテイストは、好きじゃない。駄作だ。,残念,TAXi ダイヤモンド・ミッション
残念,8252,『BRAVE HEARTS 海猿 (2012)』海猿シリーズ4作目｡流石にちょっと内容に飽きが来て感情移入しなくなって来ちゃいました(^o^;)吉岡救出も全然…残念ながらシリーズで1番見れませんでしたゴメンナサイ。,残念,BRAVE HEARTS 海猿
残念,8967,『DOCUMENTARY of AKB48 to be continued』「傷つきながら～」になぜそれほどチーム熱を感じてしまったか。それは残酷な話だけど彼女達が苦しい目にあってるから。だから今作でいくらチーム愛を語ろうと響かなかった,残念,DOCUMENTARY of AKB48 to be continued　10年後、少女たちは今の自分に何を思うのだろう？
残念,1145,#映画『NO CALL NO LIFE』。少女漫画を女性の監督が撮った作品な感じ。,残念,NO CALL NO LIFE
残念,7607,『HOMESICK』＠六本木。長回しのカメラワークと退屈気味の脚本は正直、大学生の自主映画（苦笑）かな。今どきの若者像もイマイチ理解しにくい・・。監督はまだまだ若いのでこれからの作品に「期待」！！#eiga#movie,残念,HOMESICK
残念,5986,15109『D坂の殺人事件』を鑑賞。江戸川乱歩原作。名探偵明智小五郎が登場して、難問を解決する話を期待してました・・・。まあ、これを美しいとか、そんな趣味はないなあ(;^_^A,残念,D坂の殺人事件
残念,6892,『K2 初登頂の真実』景色はとても美しかったし、後半はそうでもないのだけど、丁寧に描くところとどんどん進めていくところのバランスがあまり良くない。うーん、もうちょっと上手くできるでしょ！,残念,K2 初登頂の真実
残念,601,『TUBE チューブ 死の脱出』/性格的にダメだわ。どこで誰がどうやって何のためにみたいなことがノイズになって没入出来ない。ラストに「なるほど！そういうテーマか！」と膝を打つような展開なら評価を覆せるんだけど、そんなこともなく。,残念,TUBE チューブ 死の脱出
残念,6163,16046『HERO』劇場版の2作目になるんかな？なんかねえ、ちょっとね、期待ハズレってゆーか、期待が大きすぎたかなあ？んー、TVのスペシャルの域をでてないってーかね。1作目のが良かったなあ。木村拓哉氏のファッションも(^^;;,残念,HERO
残念,7290,『100回泣くこと』#eiga#movie淡々とつなげていく感じは好ましかったんだけれどさー。現代版「愛と死をみつめて」・・・って知らねえか。,残念,100回泣くこと
残念,4488,アメブロを更新しました。『「TAP THE LAST SHOW」タップダが好きな方には良いけど、苦手な私にはちょっと･･･』https://twitter.com/yukigame/status/877194194141327361,残念,TAP -THE LAST SHOW-
残念,7494,『BAYONETTA Bloody Fate』★☆☆☆☆ 流石は俺らのGONZO様だぜ！大人しく倒産してりゃ良いのに何故かゾンビもとい不死鳥の様に舞い戻ったGONZOさん。まあ、これに関してはGONZOだけでなくセガも悪いけど。,残念,BAYONETTA Bloody Fate
残念,7992,『009 RE:CYBORG』徹頭徹尾気持ち悪い映画でした。自分には理解できないけど、何か描きたかったもの、表現したかったものがあったのだとは思う。ただ、それがこの作品世界である必要が全く感じられない。与えられたから使っただけのような,残念,009 RE:CYBORG
残念,8207,『ATM』これはヒドい！3人のツッコミどころが多すぎて逆に観ちゃう（笑）いつでも逃げられるから怖さゼロ(´･_･`)エンドロールもムダなカットで引っ張りすぎ(´･_･`),残念,ATM
残念,9382,『あしたのジョー』原作では試合が組まれないなどのどうすることもできない現実がジョーと段平の壁になっていましたが、そこをカットしてしまったので主人公たちの葛藤が無くなり応援しづらくなってます。見所は伊勢谷友介の体ぐらいかな。,残念,あしたのジョー
残念,4357,『PとJK』#eiga#movie土屋嬢は可愛い。可愛いんだけれど、なんかこう、同性から見るともやる部分があって、う～～ん。いやあ、困った、困った。観終わった後で「ハイハイお土産、お土産」って気になっちゃってね～～。,残念,PとJK
残念,9194,『RAILWAYS 愛を伝えられない大人たちへ』ラストに納得できない。,残念,RAILWAYS 愛を伝えられない大人たちへ
残念,7062,『MONSTERZ モンスターズ』最悪。こんなつまならい映画に出逢ったのも奇跡。一生に残る思い出。逆に観たほうがいいかも。,残念,MONSTERZ モンスターズ
残念,7162,『ROOM237』クブリック「シャイニング」の謎に研究者が挑むという映画。何にでも、強引に意味を見出しているようにしか感じられず、「聖書の暗号」(本だけど)を思い出す。blogで無料ならともかく、金払って映画館で見せられると苦痛。,残念,ROOM237
残念,6185,『JIMI：栄光への軌跡』手と音があってないとか、キースやクラプトンの扱いが雑だったりとかは我慢できても、さすがにジミの曲がかからないのはやぱりダメだった...トホホ感が半端ない。,残念,JIMI：栄光への軌跡
残念,4209,『LOCKDOWN ロックダウン』/母親の行動に意外性は無く、ヒステリックで短絡的な行動を繰り返すばかり。時間の経過はよくわからないし、伏線回収もまばら。本筋とあまり関係の無い野犬との闘いは、単なる尺の引き延ばしとしか思えなかった。,残念,LOCKDOWN ロックダウン
残念,6319,『PERSONA3 THE MOVIE#3Falling Down』1作目は初見でそれなりに世界観をつかんだつもりだったけれど2作目になる前作見逃したので、続き的にわからなくなったのが残念。そして終わらせない商業主義的展開が残念,残念,PERSONA3 THE MOVIE #3 Falling Down
残念,9987,『かいじゅうたちのいるところ』鑑賞。原作と違うストーリーとはいえキャラを借りただけの別物で、原作への愛を全然感じず、話もたいした事なく単調で落胆した。ただラストのマックスが帰る時、遠吠えで送り出すシーンは感動した。台詞はいらない作品。,残念,かいじゅうたちのいるところ
残念,6310,『PAN ネバーランド、夢のはじまり』吹替地雷だから呑み込み辛かったのかも、と思って字幕でも観たけどやっぱり受け付けない！ご都合主義すぎるのには目をつぶっても世界大戦中からのあのラストはピーター完全に死神でしょ。元がそういうお話…？,残念,PAN 〜ネバーランド、夢のはじまり〜
残念,8137,『4：44 地球最期の日』80年代にこういうアート映画あったなというのが感想。悪い意味でね。全て半端。東洋思想とか取り入れといてアジア人蔑視。スカイプぐらい言えるよバカ野郎。,残念,4:44 地球最期の日
残念,9059,『GANTZ PERFECT ANSWER』二宮と松ケンを全面に出して、集客を狙ったようにしか思えない。戦闘シーンも同じことの繰り返しで眠くなる。だいたいパーフェクトアンサーと言っているのに、明確なガンツの答えは提示されない。,残念,GANTZ　PERFECT　ANSWER
残念,6701,『BUDDHA2 手塚治虫のブッダ　終わりなき旅』奇形の巨人がマスクを外すと……なんとそこには「スペースコブラ」が！この“仮面を外しても全然普通”感は、かの『デス・レース2000年』の笑撃と一緒だ！必見！,残念,BUDDHA2 手塚治虫のブッダ - 終わりなき旅 -
残念,3298,『GODZILLA 星を喰う者』鑑賞。順調に下がったレビュアー満足度に納得。怒濤の回想と心象風景描写で、いったい今何が起こってるのかも分からなくなる。ポエムよりもアクションが見たかったなぁ。冒頭の宗教ポエムは「この先一切の希望を捨てよ」と観る者に地獄門をくぐらせるようで良かったw,残念,GODZILLA 星を喰う者
残念,4037,『HiGH&LOW THE MOVIE 3 FINAL MISSION』2作目でやり尽くしたのか、アクション的には満足できず。お話中心になると退屈になるのと、CGの出来が残念だったかなぁ。,残念,HiGH&LOW THE MOVIE 3／FINAL MISSION
残念,6599,『2つ目の窓』映される沖縄の風景は素晴らしい、そこに生きる人々のみずみずしい演技も素晴らしい。でもやっぱり、河瀬直美は、“それを切り取るアタシのセンス”に陶酔しているように思える。ヤギ〆とかね,残念,2つ目の窓
残念,8431,『HOME 愛しの座敷わらし』仕事の都合で岩手の古民家に越してきた家族。そこには座敷童が住んでいて、なぜか父親だけは見えない。田舎の田園風景や雰囲気がとても良かった。けど、最後まで盛り上がりもなく単調なので途中で飽きてしまった。,残念,HOME　愛しの座敷わらし
残念,10631,"『しんぼる』「R100」を観ることになったのでいまさら初鑑賞。
パジャマ男がジミーちゃんだったら面白かったかもね。
「すいませんー」「出たいんですけどー」「メキシコ、メキシコ～」",残念,しんぼる
残念,9880,『TSUNAMI ツナミ』津波の登場を首を長～～～くして待ちわびました。が、ちゃちい。パニック映画と思ったらいまいち感情移入できないドラマ部分が主。シリアスと笑いとドラマがちぐはぐな感じで・・・http://bit.ly/fc51ux,残念,TSUNAMI　-ツナミ-
残念,8906,『AVN / エイリアンVSニンジャ』アクションが凄いけどエイリアンが酷すぎるｗ　★★☆☆☆,残念,AVN／エイリアンVSニンジャ
残念,2437,『KIN/キン』鑑賞。少年が義兄と逃避行するSFサスペンス。何度も見たような厨二SF設定だがそこに家族の話があり驚きも待っている。ミッドサマー以上のJ・レイナーの駄目男っぷり。描きたいことは分かるし好感はもてるが出来事中心で淡白、ドラマシリーズの一話目のようなのが残念。,残念,KIN/キン
残念,9811,『SP 野望篇』　伏線張り、って言うほどでもない伏線張り作品。見ても見なくてもSP革命篇は面白いと思うので、あとは見ようとしてるあなた次第、という感じ。,残念,SP 野望篇
残念,7833,『R100』最低。メタ構造を言い訳に使うなんて映画人として最低。面白さが微塵もない。『発狂する唇』でも観てストーリー性を捨てて吹っ切れた怪作とはどういうものか学んで来いクソ野郎。,残念,R100
残念,7067,『MONSTERZ モンスターズ』設定は面白いのに藤原竜也の役が微妙すぎた。何がしたかったのか謎です(･_･;,残念,MONSTERZ モンスターズ
残念,1838,『THE LAW 刑事の掟』☆☆★★★,残念,THE LAW 刑事の掟
残念,2322,【ホット・サマー・ナイツ】瑞々しい役者の演技は良いですが、脚本は「破滅的で苦い青春」という表層的なメロドラマのみで、青春のもっと醜く複雑で危険な部分まで描いて欲しかったです。90’sの時代設定も活かしきれていないのは勿体無かったです,残念,HOT SUMMER NIGHTS／ホット・サマー・ナイツ
残念,8672,『REC レック3 ジェネシス』見たー。久し振りのガッカリ映画。なにが酷いって序盤でビデオカメラわざわざ出しているのに途中でポーイするんだもの(^q^;)こっちはポカンなんですけど‥‥花嫁がチェーンソー振り回す画が撮りたかったんだね‥,残念,REC レック3 ジェネシス
残念,8440,『HOME 愛しの座敷わらし』感想。メッセージ部分の心地よさはあるものの、そこに至る過程での苦悩や葛藤がほとんど描かれないので感動は薄い。人物のキャラクターすべてが定型に収まってしまっているのも残念。セリフも白々しく聞こえちゃったなぁ。,残念,HOME　愛しの座敷わらし
残念,2,『#マンホール』ベルリン国際映画祭正式招待作品らしい。てかこれ良くベルリンに持っていったな(￣□￣;)昭和の特撮みたいな安っぽい映像や展開。展開は捻ってはあるけど、某有名映画監督作の劣化版コピーみたいな内容。全てが安っぽくてダメ。,残念,#マンホール
残念,7378,『2ガンズ』タイトル出たとこまで観て借りたことを後悔。この軽さは苦手だった。主要な登場人物が多いわりにどれも感情移入しにくいしあまり魅力的に思えなかった。,残念,2ガンズ
残念,8127,『4：44 地球最期の日』駄目だ。観てるとうつ状態に！悲しいし暗くなってくる。ウィレム・デフォー大好きだから余計に残念。「メランコリア」を思いだしたっていう人が多くて笑った。みんな同じ事、考えるんだ。同意（笑）,残念,4:44 地球最期の日
残念,6278,『orange オレンジ』★★☆☆☆,残念,orange オレンジ
残念,6996,『MARCHING 明日へ』ラストが全く納得いかない。全員があそこに行く訳ないし、大喧嘩になるだろ。ベタに終わらせればまだ良かったのに、感動の押し付けもいい所です。それにエンディングテーマが全く合っていない。,残念,MARCHING 明日へ
残念,10178,映画『20世紀少年　最終章　ぼくらの旗』備忘録。漫画と違うラストという触れ込みだったはずだが結局すっきりせず劇場を後にした記憶がある。漫画をそのまま、といえどもあの歌を大勢が聞きに来る、という画は滑稽にすら見えず白けてしまった。音楽の感覚は人それぞれではあるが……。,残念,20世紀少年＜最終章＞　ぼくらの旗
残念,7224,"『Seventh Code』★★★　ﾕﾅｲﾃｯﾄﾞｼﾈﾏ ｷｬﾅﾙｼﾃｨ13 8SC　
内容一切知らずに鑑賞。一風変わった作品だと思いつつ観てたら終いにやられた。チラシでも見ておけば判っただろうに。尚、短いので寝る時間はない…",残念,Seventh Code
残念,2768,『The Crossing -ザ・クロッシング- PartⅠ』中国の内戦というか、その背景には日本軍がいるのだろうけれど、なんか敵味方の区別がつきにくくて、ぐだぐだやってるようにしか見えなかった。長澤まさみがでているもののちょい役,残念,The Crossing -ザ・クロッシング- PartⅠ
残念,9666,『Dr.パルナサスの鏡』2 ファンタジーの世界を堪能できる。最後まで見ないと意味が分かんない疲れる作品。ちょっとどこの層を狙ってるのかわからないから80の人意見が聞きたい作品。,残念,Dr.パルナサスの鏡
残念,9737,『NINE』駄作でした,残念,NINE
残念,8943,『CUT』映画としては、ほぼ秀二が殴られ続けるだけ。西島秀俊ラブな人にはいいかもしれないけど、正直キツい。秀二に感情移入できているならまだしも、その（ひいては監督の）映画狂ぶりも共感できないしね。,残念,CUT
残念,4549,#10クローバーフィールドレーン#10CloverfieldLane音声解説で製作総指揮が続編ばかりで新規がないので観客はウンザリしてるから〜と言いながら、過去作のネームヴァリューにすがる本作。もうこの時点で破綻してる作品。,残念,10 クローバーフィールド・レーン
残念,8969,『DOCUMENTARY of AKB48 to be continued 』この間の「傷つきながら～」の方を最初に観ていたので、悪いけどコチラはツマラナかった。彼女達個人個人の想いを聞いていくのはいいんだけどさすがに2時間はキツい。,残念,DOCUMENTARY of AKB48 to be continued　10年後、少女たちは今の自分に何を思うのだろう？
残念,5699,『7500』飛行機のなかでの密室ホラーだけにすればいいのに地上も世界的にもパニック状態にしてしまったから収拾がつかなくなって焦点がぼけてしまったのが残念。やっぱりオープニングは、ＣＡと機長とのお約束シーンで引き付けてから入らないと。,残念,7500
残念,2638,#映画『PSYCHO-PASS サイコパス Sinners of the System Case.1 罪と罰』。眠い。,残念,PSYCHO-PASS サイコパス Sinners of the System Case.1 罪と罰
残念,9623,『BECK』コユキの歌声がスゴいっていうとんでもないファンタジーをどう撮るかがすごく難しいかったと思うんだけど、漫画みたいな音なし聴衆のうごきなしと音声の故障かと思ったぞ（笑）予想以上に原作なぞっちゃって消化不良なことこの上なし,残念,BECK
残念,7808,#映画『R-18文学賞 vol.1 自縄自縛の私』。ところどころは良かったけど、芝居がダメな人が多かった。珍しくエロシーンでも寝てしまった。,残念,R-18文学賞 vol.1 自縄自縛の私
残念,6995,『MARCHING 明日へ』音楽映画としても、震災テーマとしてもとても中途半端。登場人物に言葉で語らせすぎてるわりにお話がとっ散らかってるせいで何が言いたいのかよくわかんない。製作費とかの問題じゃないと思います。,残念,MARCHING 明日へ
残念,4480,"『TAP THE LAST SHOW』
水谷豊初監督作品ということで、気心の知れた仲間が脇を固めたというと聞こえがいいが、『相棒』シリーズでお馴染みの顔がこうも揃うと、スターかくし芸大会感とでもいうか内輪ウケ感がハンパない。",残念,TAP -THE LAST SHOW-
残念,3303,"『GODZILLA 星を喰う者』NETFILXで見た。
もう失笑すら出来ないくらい酷い。
言いたい事は多少分かるが、2章に続き本末転倒。
今作は最後まで登場人物が、皆人の話を聞かずに独断専行するヤツらばかりで嫌になる。",残念,GODZILLA 星を喰う者
残念,4845,"『CUTIE HONEY TEARS』
うーん、これは主演の西内まりやをはじめとして、誰一人幸せにならない映画だなぁ。そもそもキューティハニーである必然性が全くない。作り手の熱意を全く感じない、製作委員会映画の悪しき典型と言える。",残念,CUTIE HONEY -TEARS-
残念,10633,『しんぼる』枯渇した才能に反比例して肥大したエゴだけが、画面から十分に伝わってきて、テレビの前で笑い転げた思い出がまた一つほろ苦く色あせました。エルカンターレさんのカルト映画の方が笑えるっていうのがあまりにも哀れ・・,残念,しんぼる
残念,9108,『KG カラテガール』観てきた。悪い奴をワルそうに撮る・凄いアクションを凄そうに撮るためのスローモーションが多すぎてちょっと駄目だった。殴られた男の苦悶の表情だけのスローの時間があって笑った。劇場で苦しんだ男をスローで観るってわしゃマニアか,残念,KG カラテガール
残念,9866,『THE LAST MESSAGE 海猿』TVで観賞。覇気のない演技と死ぬ死ぬ詐欺は感動モノ（笑）良かったのは赤ちゃんだけ。,残念,THE LAST MESSAGE 海猿
残念,10694,『ちゃんと伝える』鑑賞。父の死体と釣りを興じる男……こんなん狂人やろ……自分も死を目前にしてるとはいえ、「仕方ない」となるものでない。父にとって良い息子であろうとした主人公が、その他の人を蔑ろにしすぎていてかなりキツい。俳優たちにもっと魅力があれば話は違ったかもしれないが。,残念,ちゃんと伝える
残念,9698,『GAMER ゲーマー』設定やアイディアは面白いのに。ストーリーに関してはどうしたかったのかよく分からない。好きな人にはかなり面白い作品なんだろうな。相変わらずローガン・ラーマンの演技がチャーミング。正直それしか覚えてない。,残念,GAMER ゲーマー
残念,9982,『かいじゅうたちのいるところ』「食べたいほど好き」っていうセリフにはドキッとしたが、そんだけ。,残念,かいじゅうたちのいるところ
残念,10617,『さまよう刃』原作既読。原作苦手。娘を強姦の上殺された父親の復讐もの。世論、潜伏先、刑事、加害少年の友人全員が父親の復讐を応援する。長い原作を大幅にカットし刑事と父親に焦点を絞るが原作の要約以上ではない。思わせ振りな情景ショット多し。,残念,さまよう刃
残念,6112,『GAMBA ガンバと仲間たち』ガンバたちネズミのキャラデザに最後まで馴染めなかったけど、モブのイタチもコレジャナイ感が。鳴き声もイヌかオオカミのように吠えてたのが違和感。イタチの声はもっと高いだろ。,残念,GAMBA ガンバと仲間たち
残念,4849,『CUTIE HONEY TEARS』緩急がなくダラダラしていて退屈になる。画に惹きつける力がなくお話もお粗末なので、とにかくひたすら睡魔との戦い。まさに拷問映画。西内まりやと石田ニコルのビジュアルに何とか救われたw,残念,CUTIE HONEY -TEARS-
残念,656,『100日間生きたワニ』＠ MOVIX亀有♪これは合わなかったな…。とにかく間が長くて多いし、映像の動きも少ないから60分とは思えない体感時間の長さ…。YouTubeとかで各エピソードごとに観たくなるようなテンポとお話かなぁ。。,残念,100日間生きたワニ
残念,8993,『DOG×POLICE 純白の絆』見た。すごくあほっぽい警察のみなさんとか、よくわかんない爆弾を作るよく分かんない思考の爆弾魔とか、犬よりも演技が下手な戸田恵梨香とか、見どころはかなり多い。見た後には何も残らないよ。,残念,DOG×POLICE　純白の絆
残念,6441,『SEXテープ』#eiga#movieジャックブラックが出てきたその瞬間だけにやりｗだったけどさ～,残念,SEXテープ
残念,8424,いろいろ詰め込みの反動で登場人物の描写が薄くなってしまっているので、中盤が起伏に乏しく退屈な上に、感情移入もできないのでラストのメッセージ性が薄いし感動も薄い。焦点を絞れば良作だったか。『HOME 愛しの座敷わらし』#movie,残念,HOME　愛しの座敷わらし
残念,8124,『4：44 地球最期の日』#eiga#movie試写会でみました。何を訴えたいのか全然伝わってこなかった。ほんと退屈でした。案外、世界の終末なんてこんなもんなのかね,残念,4:44 地球最期の日
残念,8366,『HELL』パニック物にありがちな、主人公が全く合理的な行動を取らないのでイライラ不快指数上昇系のドイツ映画。超旱魃という設定は食人家族のためだけにある。主人公らの救済も初めから約束されていて、思想性も映像的衝撃も全くなく、浅い。#映画,残念,HELL
